state,district,year,quarter,transaction_type,transaction_count,transaction_amount
Uttar Pradesh,,2020,1,Recharge & Bill Payments,29777603.0,11168417430.652225
Uttar Pradesh,,2020,1,Merchant Payments,26741638.0,13072371616.871723
Uttar Pradesh,,2020,1,Financial Services,139990.0,64365117.409359045
Uttar Pradesh,,2020,1,Others,998744.0,376573949.20359
Uttar Pradesh,,2020,2,Recharge & Bill Payments,42229417.0,14668026056.368128
Uttar Pradesh,,2020,2,Peer To Peer Payments,39434202.0,150079524408.8693
Uttar Pradesh,,2020,2,Merchant Payments,18625913.0,13655151082.574724
Uttar Pradesh,,2020,2,Financial Services,150360.0,131930242.90371712
Uttar Pradesh,,2020,2,Others,412073.0,209384339.5723213
Uttar Pradesh,,2020,3,Peer To Peer Payments,54449911.0,207530912756.73047
Uttar Pradesh,,2020,3,Recharge & Bill Payments,37465163.0,16437365640.853413
Uttar Pradesh,,2020,3,Merchant Payments,34697942.0,24224433240.836243
Uttar Pradesh,,2020,3,Financial Services,206210.0,194129227.54374278
Uttar Pradesh,,2020,3,Others,586033.0,303114557.0989778
Uttar Pradesh,,2020,4,Peer To Peer Payments,75433782.0,294401153346.76337
Uttar Pradesh,,2020,4,Merchant Payments,61922138.0,44438824680.670944
Uttar Pradesh,,2020,4,Recharge & Bill Payments,39570153.0,17793973968.761925
Uttar Pradesh,,2020,4,Financial Services,246868.0,255803306.13741985
Uttar Pradesh,,2020,4,Others,994576.0,539071475.9342327
Uttar Pradesh,,2021,1,Peer To Peer Payments,85539321.0,321609613378.6789
Uttar Pradesh,,2021,1,Merchant Payments,78873969.0,55362244381.43686
Uttar Pradesh,,2021,1,Recharge & Bill Payments,38981894.0,18563189222.328217
Uttar Pradesh,,2021,1,Financial Services,250656.0,266104783.7449573
Uttar Pradesh,,2021,1,Others,853707.0,486435811.3771204
Uttar Pradesh,,2021,2,Peer To Peer Payments,102927942.0,388761820128.4563
Uttar Pradesh,,2021,2,Merchant Payments,84860582.0,70351401159.78787
Uttar Pradesh,,2021,2,Recharge & Bill Payments,53030710.0,22266927128.75408
Uttar Pradesh,,2021,2,Financial Services,270944.0,266853066.82962543
Uttar Pradesh,,2021,2,Others,858953.0,525487682.5584012
Uttar Pradesh,,2021,3,Peer To Peer Payments,127945827.0,440726915882.17084
Uttar Pradesh,,2021,3,Merchant Payments,126699830.0,91089049637.02377
Uttar Pradesh,,2021,3,Recharge & Bill Payments,50414232.0,24348150109.635994
Uttar Pradesh,,2021,3,Financial Services,253418.0,292009129.0296748
Uttar Pradesh,,2021,3,Others,1230077.0,624716522.0745409
Uttar Pradesh,,2021,4,Merchant Payments,183966052.0,142889329646.05463
Uttar Pradesh,,2021,4,Peer To Peer Payments,167503176.0,600973581946.6772
Uttar Pradesh,,2021,4,Recharge & Bill Payments,52863531.0,28812549097.65689
Uttar Pradesh,,2021,4,Financial Services,353219.0,386356976.48969895
Uttar Pradesh,,2021,4,Others,1471954.0,829152405.3448995
Uttar Pradesh,,2022,1,Merchant Payments,221556930.0,165543931419.27045
Uttar Pradesh,,2022,1,Peer To Peer Payments,195592648.0,684758883172.6667
Uttar Pradesh,,2022,1,Recharge & Bill Payments,54873261.0,31683813998.386055
Uttar Pradesh,,2022,1,Financial Services,358499.0,386218170.5981607
Uttar Pradesh,,2022,1,Others,1571908.0,750327356.10464
Uttar Pradesh,,2022,2,Merchant Payments,298721048.0,216176289528.43256
Uttar Pradesh,,2022,2,Peer To Peer Payments,232444860.0,812579156783.274
Uttar Pradesh,,2022,2,Recharge & Bill Payments,62659780.0,37867966758.88997
Uttar Pradesh,,2022,2,Financial Services,268349.0,285646084.3258523
Uttar Pradesh,,2022,2,Others,1204739.0,606123265.0864555
Uttar Pradesh,,2022,3,Merchant Payments,361972506.0,232005905549.1372
Uttar Pradesh,,2022,3,Peer To Peer Payments,267205027.0,844564255684.5037
Uttar Pradesh,,2022,3,Recharge & Bill Payments,72984811.0,43854148172.58542
Uttar Pradesh,,2022,3,Financial Services,367887.0,344330142.1388885
Uttar Pradesh,,2022,3,Others,1058841.0,601411350.4106325
Uttar Pradesh,,2022,4,Merchant Payments,439247166.0,296781967366.6535
Uttar Pradesh,,2022,4,Peer To Peer Payments,317613698.0,1030345562935.8824
Uttar Pradesh,,2022,4,Recharge & Bill Payments,78025017.0,48159073834.94295
Uttar Pradesh,,2022,4,Financial Services,418329.0,430212917.27641135
Uttar Pradesh,,2022,4,Others,1064861.0,661985014.756895
Uttar Pradesh,,2023,1,Merchant Payments,520911142.0,323614616766.0
Uttar Pradesh,,2023,1,Peer To Peer Payments,383752815.0,1246010023301.0
Uttar Pradesh,,2023,1,Recharge & Bill Payments,96225086.0,66101414555.0
Uttar Pradesh,,2023,1,Financial Services,486982.0,483872123.0
Uttar Pradesh,,2023,1,Others,1181697.0,726338627.0
Uttar Pradesh,,2023,2,Merchant Payments,653469610.0,372223301627.0
Uttar Pradesh,,2023,2,Peer To Peer Payments,446787898.0,1389827653278.0
Uttar Pradesh,,2023,2,Recharge & Bill Payments,109571801.0,73352450074.0
Uttar Pradesh,,2023,2,Financial Services,506431.0,562369291.0
Uttar Pradesh,,2023,2,Others,1074842.0,656302256.0
Uttar Pradesh,,2023,3,Merchant Payments,754249074.0,389288397238.0
Uttar Pradesh,,2023,3,Peer To Peer Payments,488395790.0,1394085756434.0
Uttar Pradesh,,2023,3,Recharge & Bill Payments,110408404.0,76981859735.0
Uttar Pradesh,,2023,3,Financial Services,624941.0,798613229.0
Uttar Pradesh,,2023,3,Others,944257.0,593735370.0
Uttar Pradesh,,2023,4,Merchant Payments,875617035.0,489746639610.0
Uttar Pradesh,,2023,4,Peer To Peer Payments,575043255.0,1677661668298.0
Uttar Pradesh,,2023,4,Recharge & Bill Payments,114346855.0,88481840260.0
Uttar Pradesh,,2023,4,Financial Services,736922.0,950129225.0
Uttar Pradesh,,2023,4,Others,961315.0,600884259.0
Uttar Pradesh,,2024,1,Merchant Payments,999820226.0,541585227379.0
Uttar Pradesh,,2024,1,Peer To Peer Payments,651752866.0,1836048765763.0
Uttar Pradesh,,2024,1,Recharge & Bill Payments,132055620.0,98012574974.0
Uttar Pradesh,,2024,1,Financial Services,705575.0,1192696922.0
Uttar Pradesh,,2024,1,Others,962661.0,703841601.0
Uttar Pradesh,,2024,2,Merchant Payments,1255823323.0,633438040735.0
Uttar Pradesh,,2024,2,Peer To Peer Payments,734688684.0,1964379490164.0
Uttar Pradesh,,2024,2,Recharge & Bill Payments,143138259.0,103981718976.0
Uttar Pradesh,,2024,2,Financial Services,858026.0,1406687894.0
Uttar Pradesh,,2024,2,Others,1030366.0,1017422298.0
Uttar Pradesh,,2024,3,Merchant Payments,1363617969.0,651628890228.0
Uttar Pradesh,,2024,3,Peer To Peer Payments,784039367.0,1951953897864.0
Uttar Pradesh,,2024,3,Recharge & Bill Payments,136431456.0,111138475190.0
Uttar Pradesh,,2024,3,Financial Services,1043768.0,1777001054.0
Uttar Pradesh,,2024,3,Others,823273.0,976940898.0
Uttar Pradesh,,2024,4,Merchant Payments,1526062566.0,788377059975.0
Uttar Pradesh,,2024,4,Peer To Peer Payments,880161951.0,2305698271263.0
Uttar Pradesh,,2024,4,Recharge & Bill Payments,134632683.0,117186551580.0
Uttar Pradesh,,2024,4,Financial Services,3239088.0,1758794365.0
Uttar Pradesh,,2024,4,Others,793977.0,1085845276.0
Uttarakhand,,2018,1,Recharge & Bill Payments,730428.0,124377517.3349145
Uttarakhand,,2018,1,Peer To Peer Payments,399545.0,1296603346.334598
Uttarakhand,,2018,1,Merchant Payments,35382.0,39372913.10424411
Uttarakhand,,2018,1,Financial Services,27761.0,5637758.5563494945
Uttarakhand,,2018,1,Others,53569.0,42553823.19378027
Uttarakhand,,2018,2,Recharge & Bill Payments,946332.0,193802092.8234874
Uttarakhand,,2018,2,Peer To Peer Payments,620490.0,2358941864.7682114
Uttarakhand,,2018,2,Merchant Payments,60494.0,66946005.75890133
Uttarakhand,,2018,2,Financial Services,29919.0,7913276.778501136
Uttarakhand,,2018,2,Others,46887.0,52152138.42194019
Uttarakhand,,2018,3,Peer To Peer Payments,1049725.0,3356030294.930648
Uttarakhand,,2018,3,Recharge & Bill Payments,1004356.0,239244556.76646537
Uttarakhand,,2018,3,Merchant Payments,112342.0,84447374.86583523
Uttarakhand,,2018,3,Financial Services,22792.0,4334709.909645849
Uttarakhand,,2018,3,Others,39917.0,42516103.38590273
Uttarakhand,,2018,4,Peer To Peer Payments,1556731.0,5072621132.343549
Uttarakhand,,2018,4,Recharge & Bill Payments,1252124.0,292877734.33795583
Uttarakhand,,2018,4,Merchant Payments,289733.0,228453045.85460952
Uttarakhand,,2018,4,Financial Services,29916.0,6035161.098892693
Uttarakhand,,2018,4,Others,50257.0,54285064.328889735
Uttarakhand,,2019,1,Peer To Peer Payments,3499130.0,6512361464.496071
Uttarakhand,,2019,1,Recharge & Bill Payments,1590269.0,394631055.6931843
Uttarakhand,,2019,1,Merchant Payments,372290.0,226281078.7699414
Uttarakhand,,2019,1,Financial Services,28784.0,3951610.30495379
Uttarakhand,,2019,1,Others,55528.0,46303966.00979781
Uttarakhand,,2019,2,Peer To Peer Payments,2383662.0,7752954670.580209
Uttarakhand,,2019,2,Recharge & Bill Payments,1616176.0,454962951.9136597
Uttarakhand,,2019,2,Merchant Payments,721858.0,323876953.4104364
Uttarakhand,,2019,2,Financial Services,21852.0,2550386.4774141517
Uttarakhand,,2019,2,Others,69727.0,54187888.53677146
Uttarakhand,,2019,3,Peer To Peer Payments,2313544.0,8512622076.436331
Uttarakhand,,2019,3,Recharge & Bill Payments,2201606.0,683772296.9748493
Uttarakhand,,2019,3,Merchant Payments,1121052.0,480794827.1193007
Uttarakhand,,2019,3,Financial Services,12119.0,4570326.192004257
Uttarakhand,,2019,3,Others,62155.0,47272543.294839665
Uttarakhand,,2019,4,Peer To Peer Payments,3210116.0,11020339546.604958
Uttarakhand,,2019,4,Recharge & Bill Payments,2547173.0,817728111.4576316
Uttarakhand,,2019,4,Merchant Payments,1542944.0,701746516.8731368
Uttarakhand,,2019,4,Financial Services,11585.0,3555524.3767221333
Uttarakhand,,2019,4,Others,50298.0,30336605.83833359
Uttarakhand,,2020,1,Peer To Peer Payments,3792776.0,13999676596.865887
Uttarakhand,,2020,1,Recharge & Bill Payments,2990764.0,1028598924.445406
Uttarakhand,,2020,1,Merchant Payments,2289657.0,1094245197.2356641
Uttarakhand,,2020,1,Financial Services,10246.0,8180881.808693047
Uttarakhand,,2020,1,Others,48341.0,27378658.631921414
Uttarakhand,,2020,2,Recharge & Bill Payments,3755695.0,1303523584.942265
Uttarakhand,,2020,2,Peer To Peer Payments,3656029.0,13572964169.690296
Uttarakhand,,2020,2,Merchant Payments,1587042.0,1181497493.0283294
Uttarakhand,,2020,2,Financial Services,15023.0,17612288.05771955
Uttarakhand,,2020,2,Others,33981.0,18590166.382408556
Uttarakhand,,2020,3,Peer To Peer Payments,4836512.0,18377468807.44993
Uttarakhand,,2020,3,Recharge & Bill Payments,3751993.0,1509373287.697055
Uttarakhand,,2020,3,Merchant Payments,3164623.0,2166776519.8536706
Uttarakhand,,2020,3,Financial Services,20455.0,26449980.584111303
Uttarakhand,,2020,3,Others,45352.0,23442372.42176825
Uttarakhand,,2020,4,Peer To Peer Payments,6748183.0,25748737002.1362
Uttarakhand,,2020,4,Merchant Payments,6629201.0,4274032856.6465273
Uttarakhand,,2020,4,Recharge & Bill Payments,4140391.0,1697819950.5564795
Uttarakhand,,2020,4,Financial Services,27120.0,29791064.761797357
Uttarakhand,,2020,4,Others,68376.0,42358455.00938001
Uttarakhand,,2021,1,Merchant Payments,8393767.0,5283142247.065777
Uttarakhand,,2021,1,Peer To Peer Payments,7981710.0,29202365442.63442
Uttarakhand,,2021,1,Recharge & Bill Payments,4146569.0,1727960484.030287
Uttarakhand,,2021,1,Financial Services,30208.0,38400863.99560504
Uttarakhand,,2021,1,Others,56148.0,36320362.17233381
Uttarakhand,,2021,2,Peer To Peer Payments,9374939.0,32674145244.390625
Uttarakhand,,2021,2,Merchant Payments,9134389.0,6257528832.057196
Uttarakhand,,2021,2,Recharge & Bill Payments,5388285.0,1979824048.8157122
Uttarakhand,,2021,2,Financial Services,31497.0,35404991.874676295
Uttarakhand,,2021,2,Others,71322.0,43914757.70001851
Uttarakhand,,2021,3,Merchant Payments,13673085.0,9001414756.070686
Uttarakhand,,2021,3,Peer To Peer Payments,11867174.0,39256650720.01872
Uttarakhand,,2021,3,Recharge & Bill Payments,5388011.0,2182554095.263321
Uttarakhand,,2021,3,Financial Services,27839.0,38013969.98341857
Uttarakhand,,2021,3,Others,86175.0,48863242.2282843
Uttarakhand,,2021,4,Merchant Payments,19850878.0,13515464697.761791
Uttarakhand,,2021,4,Peer To Peer Payments,14819203.0,49969580473.07786
Uttarakhand,,2021,4,Recharge & Bill Payments,5536262.0,2540546090.023079
Uttarakhand,,2021,4,Financial Services,38764.0,51212042.381750934
Uttarakhand,,2021,4,Others,116173.0,71304856.17664191
Uttarakhand,,2022,1,Merchant Payments,22595602.0,14585438346.473846
Uttarakhand,,2022,1,Peer To Peer Payments,16201632.0,53535521438.95823
Uttarakhand,,2022,1,Recharge & Bill Payments,5617605.0,2745987927.683198
Uttarakhand,,2022,1,Financial Services,39033.0,49695999.71828518
Uttarakhand,,2022,1,Others,106900.0,62138787.2410843
Uttarakhand,,2022,2,Merchant Payments,32087670.0,19479185362.296963
Uttarakhand,,2022,2,Peer To Peer Payments,19677409.0,65563901300.31024
Uttarakhand,,2022,2,Recharge & Bill Payments,6263098.0,3174160697.8567643
Uttarakhand,,2022,2,Financial Services,32284.0,37217548.78562989
Uttarakhand,,2022,2,Others,106417.0,58906116.08464594
Uttarakhand,,2022,3,Merchant Payments,35069444.0,20528059274.248493
Uttarakhand,,2022,3,Peer To Peer Payments,22031045.0,68377272372.60579
Uttarakhand,,2022,3,Recharge & Bill Payments,6765699.0,3633710468.801753
Uttarakhand,,2022,3,Financial Services,38061.0,44669245.26821817
Uttarakhand,,2022,3,Others,92270.0,57548577.43879978
Uttarakhand,,2022,4,Merchant Payments,43185705.0,26026949674.245083
Uttarakhand,,2022,4,Peer To Peer Payments,27043038.0,85220041974.58176
Uttarakhand,,2022,4,Recharge & Bill Payments,7610775.0,4128624164.749209
Uttarakhand,,2022,4,Financial Services,44569.0,55762460.39159953
Uttarakhand,,2022,4,Others,99793.0,64668557.391687945
Uttarakhand,,2023,1,Merchant Payments,46150691.0,24023994792.0
Uttarakhand,,2023,1,Peer To Peer Payments,25105743.0,78202343600.0
Uttarakhand,,2023,1,Recharge & Bill Payments,7974874.0,4828592096.0
Uttarakhand,,2023,1,Financial Services,49836.0,56455666.0
Uttarakhand,,2023,1,Others,104531.0,68521431.0
Uttarakhand,,2023,2,Merchant Payments,61652430.0,30881251416.0
Uttarakhand,,2023,2,Peer To Peer Payments,31690416.0,97448517076.0
Uttarakhand,,2023,2,Recharge & Bill Payments,9247601.0,5608284038.0
Uttarakhand,,2023,2,Financial Services,58524.0,66971615.0
Uttarakhand,,2023,2,Others,109243.0,67848253.0
Uttarakhand,,2023,3,Merchant Payments,64872613.0,30958940671.0
Uttarakhand,,2023,3,Peer To Peer Payments,32232624.0,92015204778.0
Uttarakhand,,2023,3,Recharge & Bill Payments,9017620.0,5630443171.0
Uttarakhand,,2023,3,Financial Services,63561.0,101529618.0
Uttarakhand,,2023,3,Others,98269.0,56279883.0
Uttarakhand,,2023,4,Merchant Payments,73028369.0,36848560480.0
Uttarakhand,,2023,4,Peer To Peer Payments,36069901.0,104875896612.0
Uttarakhand,,2023,4,Recharge & Bill Payments,8790080.0,6186779834.0
Uttarakhand,,2023,4,Financial Services,77149.0,113625124.0
Uttarakhand,,2023,4,Others,105941.0,58585212.0
Uttarakhand,,2024,1,Merchant Payments,75999065.0,37219956903.0
Uttarakhand,,2024,1,Peer To Peer Payments,37578194.0,106154267360.0
Uttarakhand,,2024,1,Recharge & Bill Payments,9496796.0,6717063555.0
Uttarakhand,,2024,1,Financial Services,68863.0,124505361.0
Uttarakhand,,2024,1,Others,91659.0,61042084.0
Uttarakhand,,2024,2,Merchant Payments,101799178.0,47867822861.0
Uttarakhand,,2024,2,Peer To Peer Payments,46195948.0,125141334948.0
Uttarakhand,,2024,2,Recharge & Bill Payments,10382543.0,7361821576.0
Uttarakhand,,2024,2,Financial Services,86678.0,151603938.0
Uttarakhand,,2024,2,Others,100635.0,90332467.0
Uttarakhand,,2024,3,Merchant Payments,101832975.0,46698002493.0
Uttarakhand,,2024,3,Peer To Peer Payments,47044704.0,118899137486.0
Uttarakhand,,2024,3,Recharge & Bill Payments,10221487.0,7541478924.0
Uttarakhand,,2024,3,Financial Services,102685.0,186436320.0
Uttarakhand,,2024,3,Others,76964.0,89812326.0
Uttarakhand,,2024,4,Merchant Payments,110248263.0,53868322980.0
Uttarakhand,,2024,4,Peer To Peer Payments,50768426.0,133114128957.0
Uttarakhand,,2024,4,Recharge & Bill Payments,9770042.0,7616990794.0
Uttarakhand,,2024,4,Financial Services,277135.0,203261412.0
Uttarakhand,,2024,4,Others,72266.0,106086816.0
West Bengal,,2018,1,Recharge & Bill Payments,5773831.0,964309485.9592385
West Bengal,,2018,1,Peer To Peer Payments,4383075.0,8874266825.985771
West Bengal,,2018,1,Financial Services,665171.0,119502271.66944443
West Bengal,,2018,1,Merchant Payments,443378.0,366788699.65713125
West Bengal,,2018,1,Others,444770.0,301111268.86863834
West Bengal,,2018,2,Peer To Peer Payments,8284944.0,15889890046.862814
West Bengal,,2018,2,Recharge & Bill Payments,7360522.0,1563841173.839662
West Bengal,,2018,2,Financial Services,1121570.0,160809685.93886387
West Bengal,,2018,2,Merchant Payments,937608.0,715914360.819237
West Bengal,,2018,2,Others,377802.0,298728202.7433254
West Bengal,,2018,3,Peer To Peer Payments,41882429.0,38439798815.23789
West Bengal,,2018,3,Recharge & Bill Payments,7596315.0,1992473341.2750623
West Bengal,,2018,3,Merchant Payments,2252265.0,979603555.1397107
West Bengal,,2018,3,Financial Services,1619524.0,185187032.8965006
West Bengal,,2018,3,Others,354883.0,246871438.6293067
West Bengal,,2018,4,Peer To Peer Payments,17154995.0,35303180047.06148
West Bengal,,2018,4,Recharge & Bill Payments,9425082.0,2467741143.2258015
West Bengal,,2018,4,Merchant Payments,8633569.0,2294203496.6575317
West Bengal,,2018,4,Financial Services,734796.0,93755616.52283625
West Bengal,,2018,4,Others,565106.0,330738908.23670936
West Bengal,,2019,1,Peer To Peer Payments,27374206.0,44170923881.744286
West Bengal,,2019,1,Recharge & Bill Payments,11659948.0,3021107711.9021683
West Bengal,,2019,1,Merchant Payments,7636726.0,2645438308.338478
West Bengal,,2019,1,Financial Services,525650.0,47986448.46936697
West Bengal,,2019,1,Others,429858.0,279216273.42549
West Bengal,,2019,2,Peer To Peer Payments,20285958.0,48394974398.37831
West Bengal,,2019,2,Merchant Payments,13646142.0,4657258459.145545
West Bengal,,2019,2,Recharge & Bill Payments,12129638.0,3676123279.3800926
West Bengal,,2019,2,Financial Services,421037.0,45646046.98846317
West Bengal,,2019,2,Others,540760.0,331688935.22631323
West Bengal,,2019,3,Merchant Payments,30804036.0,8273187167.0788555
West Bengal,,2019,3,Peer To Peer Payments,21522913.0,57058405341.48096
West Bengal,,2019,3,Recharge & Bill Payments,13011501.0,4832486821.888576
West Bengal,,2019,3,Financial Services,558653.0,57054414.83597401
West Bengal,,2019,3,Others,547726.0,319398871.5461071
West Bengal,,2019,4,Peer To Peer Payments,67037576.0,76593333397.8665
West Bengal,,2019,4,Recharge & Bill Payments,14511711.0,4859794689.902503
West Bengal,,2019,4,Merchant Payments,14187744.0,6477138700.812115
West Bengal,,2019,4,Financial Services,653648.0,77047243.72974005
West Bengal,,2019,4,Others,415159.0,196296222.33587587
West Bengal,,2020,1,Peer To Peer Payments,28457404.0,82770282623.80914
West Bengal,,2020,1,Merchant Payments,19779392.0,8097859088.519976
West Bengal,,2020,1,Recharge & Bill Payments,17448908.0,5550815439.734788
West Bengal,,2020,1,Financial Services,210068.0,58280893.55150119
West Bengal,,2020,1,Others,354609.0,176067145.3227705
West Bengal,,2020,2,Peer To Peer Payments,24855687.0,84984004330.7718
West Bengal,,2020,2,Recharge & Bill Payments,22220012.0,7496845561.868595
West Bengal,,2020,2,Merchant Payments,10225729.0,7404190137.669086
West Bengal,,2020,2,Financial Services,130595.0,89987205.23090403
West Bengal,,2020,2,Others,244774.0,124404641.81495729
West Bengal,,2020,3,Peer To Peer Payments,37556349.0,133120676151.84232
West Bengal,,2020,3,Recharge & Bill Payments,22284079.0,8768630922.970161
West Bengal,,2020,3,Merchant Payments,19599024.0,14614394375.389553
West Bengal,,2020,3,Financial Services,151996.0,125973420.85650632
West Bengal,,2020,3,Others,363056.0,183680984.08253318
West Bengal,,2020,4,Peer To Peer Payments,46437233.0,166391874596.30487
West Bengal,,2020,4,Merchant Payments,30077510.0,22241302940.832962
West Bengal,,2020,4,Recharge & Bill Payments,23158305.0,10074605883.201237
West Bengal,,2020,4,Financial Services,178455.0,164241191.7401362
West Bengal,,2020,4,Others,489142.0,293466753.56894124
West Bengal,,2021,1,Peer To Peer Payments,53869075.0,202240249482.85385
West Bengal,,2021,1,Merchant Payments,37143701.0,28918343691.018497
West Bengal,,2021,1,Recharge & Bill Payments,26673733.0,11339665944.69124
West Bengal,,2021,1,Financial Services,166727.0,175445811.88444334
West Bengal,,2021,1,Others,400816.0,263502545.07389978
West Bengal,,2021,2,Peer To Peer Payments,64661051.0,230812278789.29965
West Bengal,,2021,2,Merchant Payments,41696787.0,34787867208.31932
West Bengal,,2021,2,Recharge & Bill Payments,34799709.0,13331453857.609217
West Bengal,,2021,2,Financial Services,190537.0,186466487.6307634
West Bengal,,2021,2,Others,549353.0,316744715.7049847
West Bengal,,2021,3,Peer To Peer Payments,84353949.0,294799731350.5536
West Bengal,,2021,3,Merchant Payments,58800005.0,50971169851.15668
West Bengal,,2021,3,Recharge & Bill Payments,37556310.0,16045754099.005053
West Bengal,,2021,3,Financial Services,189087.0,213411736.37376124
West Bengal,,2021,3,Others,813637.0,426999219.42323273
West Bengal,,2021,4,Peer To Peer Payments,105728377.0,372240891205.5542
West Bengal,,2021,4,Merchant Payments,80248673.0,71231577538.7114
West Bengal,,2021,4,Recharge & Bill Payments,37801439.0,17813903244.663807
West Bengal,,2021,4,Financial Services,252535.0,270791056.674143
West Bengal,,2021,4,Others,998536.0,660874216.4934742
West Bengal,,2022,1,Peer To Peer Payments,124787028.0,446343740437.97784
West Bengal,,2022,1,Merchant Payments,97315025.0,85854730616.41321
West Bengal,,2022,1,Recharge & Bill Payments,37317865.0,18435424277.725906
West Bengal,,2022,1,Financial Services,239530.0,261096608.80560598
West Bengal,,2022,1,Others,845644.0,531671268.6395414
West Bengal,,2022,2,Peer To Peer Payments,145395450.0,520190680811.79974
West Bengal,,2022,2,Merchant Payments,126682135.0,107049019781.85823
West Bengal,,2022,2,Recharge & Bill Payments,42712193.0,20697301165.41855
West Bengal,,2022,2,Financial Services,191724.0,199770753.23061734
West Bengal,,2022,2,Others,760639.0,438407071.93834406
West Bengal,,2022,3,Peer To Peer Payments,163523844.0,556258142870.3699
West Bengal,,2022,3,Merchant Payments,145181044.0,123577123532.40588
West Bengal,,2022,3,Recharge & Bill Payments,47208496.0,24221425246.93133
West Bengal,,2022,3,Financial Services,238746.0,241288774.23230746
West Bengal,,2022,3,Others,640258.0,451918188.20472723
West Bengal,,2022,4,Peer To Peer Payments,184380244.0,620222191587.5906
West Bengal,,2022,4,Merchant Payments,171667404.0,140807748126.1634
West Bengal,,2022,4,Recharge & Bill Payments,48921147.0,26026633153.201996
West Bengal,,2022,4,Financial Services,268388.0,261122865.47893512
West Bengal,,2022,4,Others,610414.0,457937874.8149981
West Bengal,,2023,1,Peer To Peer Payments,209399898.0,712039303982.0
West Bengal,,2023,1,Merchant Payments,196695397.0,152528979798.0
West Bengal,,2023,1,Recharge & Bill Payments,52273240.0,31580090540.0
West Bengal,,2023,1,Financial Services,287719.0,266872934.0
West Bengal,,2023,1,Others,622090.0,467935301.0
West Bengal,,2023,2,Merchant Payments,245111000.0,176704613449.0
West Bengal,,2023,2,Peer To Peer Payments,240347041.0,797054798425.0
West Bengal,,2023,2,Recharge & Bill Payments,58950434.0,34789238757.0
West Bengal,,2023,2,Financial Services,327537.0,317467007.0
West Bengal,,2023,2,Others,581674.0,448989334.0
West Bengal,,2023,3,Merchant Payments,296965002.0,200440391406.0
West Bengal,,2023,3,Peer To Peer Payments,271150280.0,831050092805.0
West Bengal,,2023,3,Recharge & Bill Payments,63055684.0,39209851435.0
West Bengal,,2023,3,Financial Services,389751.0,424985591.0
West Bengal,,2023,3,Others,532474.0,423285145.0
West Bengal,,2023,4,Merchant Payments,354067997.0,239073842398.0
West Bengal,,2023,4,Peer To Peer Payments,317959249.0,964138540494.0
West Bengal,,2023,4,Recharge & Bill Payments,64920775.0,45319429210.0
West Bengal,,2023,4,Financial Services,480740.0,459007296.0
West Bengal,,2023,4,Others,524477.0,404156680.0
West Bengal,,2024,1,Merchant Payments,407607197.0,273213691928.0
West Bengal,,2024,1,Peer To Peer Payments,355646156.0,1100744138548.0
West Bengal,,2024,1,Recharge & Bill Payments,72216060.0,47161916445.0
West Bengal,,2024,1,Financial Services,451008.0,530738282.0
West Bengal,,2024,1,Others,488166.0,375021630.0
West Bengal,,2024,2,Merchant Payments,505063040.0,312997770316.0
West Bengal,,2024,2,Peer To Peer Payments,393935166.0,1182044126793.0
West Bengal,,2024,2,Recharge & Bill Payments,80431842.0,51186387144.0
West Bengal,,2024,2,Financial Services,545945.0,683056741.0
West Bengal,,2024,2,Others,504714.0,432474570.0
West Bengal,,2024,3,Merchant Payments,568524147.0,341810430112.0
West Bengal,,2024,3,Peer To Peer Payments,436521674.0,1208750564666.0
West Bengal,,2024,3,Recharge & Bill Payments,78735491.0,55797986276.0
West Bengal,,2024,3,Financial Services,690027.0,816380541.0
West Bengal,,2024,3,Others,445106.0,468420642.0
West Bengal,,2024,4,Merchant Payments,655100809.0,389286175909.0
West Bengal,,2024,4,Peer To Peer Payments,493217788.0,1361927136312.0
West Bengal,,2024,4,Recharge & Bill Payments,76043195.0,57534056540.0
West Bengal,,2024,4,Financial Services,2352084.0,847296537.0
West Bengal,,2024,4,Others,421806.0,505364108.0
,Puducherry,2020,2,,112.0,22251.0
,Tamil Nadu,2020,2,,5473.0,1075552.0
,Uttar Pradesh,2020,2,,9884.0,1912266.0
,Madhya Pradesh,2020,2,,6283.0,1198701.0
,Andhra Pradesh,2020,2,,22104.0,3982391.0
,Tripura,2020,2,,88.0,22054.0
,Manipur,2020,2,,55.0,12554.0
,Maharashtra,2020,2,,39836.0,6879717.0
,Dadra & Nagar Haveli & Daman & Diu,2020,2,,651.0,101029.0
,Meghalaya,2020,2,,41.0,8829.0
,Andaman & Nicobar Islands,2020,2,,6.0,1360.0
,Haryana,2020,2,,6321.0,1179814.0
,Rajasthan,2020,2,,5373.0,1095933.0
,Ladakh,2020,2,,14.0,2538.0
,Punjab,2020,2,,2036.0,399452.0
,Assam,2020,2,,978.0,210034.0
,Jharkhand,2020,2,,2063.0,405031.0
,Odisha,2020,2,,2981.0,615193.0
,Bihar,2020,2,,2816.0,595621.0
,Kerala,2020,2,,1588.0,360216.0
,Karnataka,2020,2,,27358.0,4794150.0
,Chandigarh,2020,2,,149.0,29537.0
,Telangana,2020,2,,19003.0,3419453.0
,Himachal Pradesh,2020,2,,392.0,77936.0
,West Bengal,2020,2,,7619.0,1432764.0
,Gujarat,2020,2,,7697.0,1430591.0
,Sikkim,2020,2,,21.0,4789.0
,Nagaland,2020,2,,41.0,9791.0
